OrderID,CustomerID,ProductID,OrderDate,ShippedDate,Quantity,PaymentMethod
S2009,C112,P05,2025-10-07,2025-10-11,5,Gift Card
S2010,C137,P55,2025-08-29,2025-09-07,3,PalmPay
S2011,C54,P69,2025-05-13,2025-05-18,5,USSD
S2012,C244,P68,2025-01-09,2025-01-19,1,PayPal
S2013,C239,P42,2025-07-25,,4,Apple Pay
S2014,C236,P12,2025-06-28,2025-07-01,5,Google Pay
S2015,C28,P67,2025-12-25,2025-12-29,3,PayPal
S2016,C156,P13,2025-10-07,2025-10-10,3,Debit Card
S2017,C111,P15,2025-01-12,2025-01-13,2,Paystack
S2018,C271,P52,2025-05-26,,3,Flutterwave
S2019,C161,P68,2025-07-27,2025-08-02,4,Flutterwave
S2020,C246,P65,2025-03-30,2025-03-31,1,OPay
S2021,C190,P52,2025-09-17,2025-09-18,5,PayPal
S2022,C119,P26,2025-02-16,,3,Kuda
S2023,C130,P70,2025-04-06,2025-04-10,1,Debit Card
S2024,C43,P44,2025-09-25,2025-10-02,2,Debit Card
S2025,C238,P68,2025-04-12,2025-04-17,3,PalmPay
S2026,C91,P46,2025-02-09,2025-02-15,4,OPay
S2027,C212,P52,2025-04-11,2025-04-12,5,Bank Transfer
S2028,C199,P28,2025-12-27,2025-12-28,2,Kuda
S2029,C114,P70,2025-08-18,2025-08-26,1,Google Pay
S2030,C273,P11,2025-12-24,2025-12-27,3,Gift Card
S2031,C26,P26,2025-08-16,2025-08-21,1,OPay
S2032,C198,P09,2025-11-06,2025-11-09,4,Apple Pay
S2033,C117,P11,2025-11-21,2025-12-01,1,Bank Transfer
S2034,C215,P40,2025-07-24,2025-07-25,4,Kuda
S2035,C164,P50,2025-04-06,2025-04-13,1,OPay
S2036,C56,P54,2025-05-31,,4,PalmPay
S2037,C288,P19,2025-10-26,,2,Gift Card
S2038,C162,P24,2025-12-21,2025-12-23,1,OPay
S2039,C203,P10,2025-06-22,2025-06-29,3,PayPal
S2040,C197,P60,2025-05-07,2025-05-14,5,Paystack
S2041,C134,P02,2025-07-01,2025-07-05,3,Bank Transfer
S2042,C114,P34,2025-05-23,2025-06-02,2,Apple Pay
S2043,C54,P31,2025-11-25,2025-12-05,5,Debit Card
S2044,C51,P28,2025-06-14,2025-06-17,1,Moniepoint
S2045,C227,P31,2025-10-11,2025-10-15,1,PayPal
S2046,C20,P13,2025-03-17,2025-03-27,5,PalmPay
S2047,C285,P36,2025-04-03,,2,Bank Transfer
S2048,C239,P38,2025-06-06,2025-06-12,4,Flutterwave
S2049,C300,P45,2025-05-24,2025-06-03,3,Paystack
S2050,C68,P53,2025-11-03,2025-11-13,1,Paystack
S2051,C168,P40,2025-08-11,2025-08-12,1,Moniepoint
S2052,C236,P61,2025-07-23,,4,Google Pay
S2053,C256,P08,2025-11-28,2025-11-29,4,PayPal
S2054,C41,P39,2025-12-10,2025-12-19,4,Moniepoint
S2055,C106,P08,2025-05-31,2025-06-05,3,Google Pay
S2056,C83,P24,2025-09-03,,3,Bank Transfer
S2057,C68,P38,2025-02-14,,4,Moniepoint
S2058,C04,P29,2025-07-16,2025-07-19,5,Bank Transfer
S2059,C183,P05,2025-03-16,2025-03-25,5,Apple Pay
S2060,C74,P56,2025-06-02,2025-06-06,2,Gift Card
S2061,C225,P33,2025-01-13,2025-01-21,1,Debit Card
S2062,C197,P18,2025-08-14,2025-08-22,2,OPay
S2063,C300,P61,2025-10-27,2025-10-28,3,Bank Transfer
S2064,C98,P05,2025-12-03,2025-12-09,5,OPay
S2065,C20,P27,2025-04-02,2025-04-08,3,PayPal
S2066,C106,P26,2025-03-23,,4,Google Pay
S2067,C86,P50,2025-04-28,2025-05-03,5,Moniepoint
S2068,C183,P53,2025-06-17,2025-06-23,5,Bank Transfer
S2069,C209,P16,2025-10-31,,4,OPay
S2070,C216,P31,2025-12-30,2026-01-06,3,Bank Transfer
S2071,C270,P26,2025-11-19,2025-11-25,4,Apple Pay
S2072,C21,P48,2025-08-22,2025-08-24,1,Moniepoint
S2073,C225,P61,2025-12-14,,3,Flutterwave
S2074,C65,P03,2025-02-21,2025-02-26,4,OPay
S2075,C105,P65,2025-07-11,2025-07-19,5,Google Pay
S2076,C183,P26,2025-10-22,,2,OPay
S2077,C18,P02,2025-04-23,2025-04-25,4,Debit Card
S2078,C61,P15,2025-05-22,,3,Google Pay
S2079,C285,P51,2025-10-28,2025-11-05,2,Debit Card
S2080,C11,P54,2025-10-04,2025-10-09,2,OPay
S2081,C09,P03,2025-08-10,2025-08-15,2,Kuda
S2082,C103,P48,2025-09-22,,5,USSD
S2083,C153,P23,2025-12-17,2025-12-25,1,PalmPay
S2084,C103,P56,2025-05-17,2025-05-23,5,PayPal
S2085,C54,P01,2025-06-15,,1,Bank Transfer
S2086,C34,P04,2025-11-18,2025-11-23,3,Moniepoint
S2087,C134,P70,2025-04-06,,5,PalmPay
S2088,C209,P16,2025-09-05,2025-09-06,2,Kuda
S2089,C157,P08,2025-01-22,2025-01-26,2,Apple Pay
S2090,C68,P68,2025-10-15,2025-10-23,5,PalmPay
S2091,C209,P56,2025-06-19,2025-06-27,4,OPay
S2092,C51,P23,2025-06-01,2025-06-02,3,OPay
S2093,C51,P69,2025-04-13,,4,Moniepoint
S2094,C159,P27,2025-02-08,2025-02-18,5,Flutterwave
S2095,C108,P25,2025-01-25,2025-01-26,1,OPay
S2096,C130,P06,2025-11-12,2025-11-13,3,PayPal
S2097,C285,P13,2025-07-18,,5,Apple Pay
S2098,C02,P44,2025-10-09,2025-10-13,2,Google Pay
S2099,C300,P42,2025-02-28,2025-03-08,2,Kuda
S2100,C73,P05,2025-11-29,,5,PayPal
S2101,C33,P23,2025-07-18,2025-07-23,2,PayPal
S2102,C229,P06,2025-01-22,2025-01-25,1,PayPal
S2103,C28,P20,2025-06-26,2025-06-27,3,Kuda
S2104,C14,P07,2025-12-01,2025-12-09,4,Bank Transfer
S2105,C139,P46,2025-11-27,2025-12-07,5,Kuda
S2106,C198,P10,2025-09-14,2025-09-19,3,USSD
S2107,C161,P31,2025-05-15,2025-05-22,4,OPay
S2108,C106,P70,2025-04-02,2025-04-05,5,Paystack
S2109,C126,P54,2025-06-24,2025-06-27,2,Moniepoint
S2110,C59,P63,2025-03-24,2025-03-31,2,Paystack
S2111,C65,P47,2025-07-03,,5,Apple Pay
S2112,C94,P66,2025-05-15,2025-05-23,3,Google Pay
S2113,C95,P40,2025-01-08,2025-01-17,4,PalmPay
S2114,C134,P56,2025-10-06,2025-10-10,5,Paystack
S2115,C163,P13,2025-08-21,2025-08-25,1,Debit Card
S2116,C06,P18,2025-10-24,2025-11-02,4,Kuda
S2117,C208,P68,2025-01-11,2025-01-12,2,PalmPay
S2118,C31,P47,2025-11-16,2025-11-26,3,Kuda
S2119,C20,P34,2025-04-04,2025-04-06,4,PayPal
S2120,C252,P59,2025-08-15,2025-08-18,3,Debit Card
S2121,C279,P14,2025-04-22,2025-04-24,3,Bank Transfer
S2122,C55,P50,2025-07-22,2025-07-28,2,OPay
S2123,C150,P21,2025-06-28,,5,Apple Pay
S2124,C272,P48,2025-03-19,2025-03-27,2,Bank Transfer
S2125,C296,P68,2025-07-08,,2,Kuda
S2126,C249,P24,2025-06-22,2025-06-28,3,Flutterwave
S2127,C271,P01,2025-06-19,2025-06-25,5,Debit Card
S2128,C269,P42,2025-02-16,2025-02-19,5,Flutterwave
S2129,C284,P43,2025-10-29,2025-11-01,4,Google Pay
S2130,C247,P55,2025-06-04,2025-06-05,2,USSD
S2131,C94,P26,2025-07-22,2025-07-30,5,Gift Card
S2132,C276,P44,2025-04-05,2025-04-08,3,PalmPay
S2133,C124,P51,2025-07-07,2025-07-08,4,Kuda
S2134,C111,P67,2025-11-22,,2,Apple Pay
S2135,C216,P61,2025-10-11,2025-10-18,5,Gift Card
S2136,C225,P47,2025-04-17,,5,OPay
S2137,C217,P30,2025-10-19,,1,Debit Card
S2138,C155,P68,2025-11-12,2025-11-21,4,Paystack
S2139,C111,P40,2025-12-04,2025-12-13,4,Google Pay
S2140,C173,P41,2025-09-18,2025-09-28,1,Gift Card
S2141,C258,P31,2025-10-20,,1,Debit Card
S2142,C268,P62,2025-06-27,2025-06-28,5,Bank Transfer
S2143,C150,P67,2025-08-01,2025-08-10,5,Paystack
S2144,C86,P04,2025-11-29,2025-12-01,5,Flutterwave
S2145,C94,P13,2025-06-16,2025-06-19,3,Bank Transfer
S2146,C111,P47,2025-12-27,,4,Moniepoint
S2147,C177,P06,2025-12-23,2025-12-29,2,Flutterwave
S2148,C270,P51,2025-05-20,2025-05-22,3,PayPal
S2149,C157,P39,2025-07-03,2025-07-08,5,Gift Card
S2150,C256,P69,2025-06-15,2025-06-19,4,USSD
S2151,C271,P08,2025-03-30,2025-04-05,2,PayPal
S2152,C43,P23,2025-12-24,2026-01-03,3,Gift Card
S2153,C46,P51,2025-08-16,2025-08-23,5,Kuda
S2154,C165,P38,2025-05-20,2025-05-21,3,Google Pay
S2155,C247,P28,2025-08-22,2025-09-01,5,PalmPay
S2156,C118,P36,2025-04-20,2025-04-22,3,Flutterwave
S2157,C39,P17,2025-03-01,,1,PayPal
S2158,C269,P39,2025-09-17,2025-09-20,4,Apple Pay
S2159,C203,P12,2025-05-27,2025-05-29,4,Google Pay
S2160,C216,P49,2025-08-01,2025-08-03,4,PalmPay
S2161,C194,P43,2025-07-31,2025-08-02,2,Paystack
S2162,C165,P69,2025-12-22,2025-12-24,1,Flutterwave
S2163,C251,P04,2025-04-24,,1,OPay
S2164,C296,P54,2025-08-01,2025-08-05,2,USSD
S2165,C117,P28,2025-07-20,2025-07-23,5,PayPal
S2166,C226,P49,2025-09-04,2025-09-08,5,USSD
S2167,C269,P46,2025-08-05,2025-08-12,5,Moniepoint
S2168,C285,P01,2025-03-03,2025-03-05,1,Paystack
S2169,C269,P47,2025-02-15,2025-02-17,3,Paystack
S2170,C272,P32,2025-01-01,2025-01-11,1,Debit Card
S2171,C221,P65,2025-01-03,2025-01-04,3,PalmPay
S2172,C111,P42,2025-01-23,2025-01-28,2,Debit Card
S2173,C177,P35,2025-06-25,2025-06-29,5,Flutterwave
S2174,C45,P60,2025-02-12,2025-02-16,3,Debit Card
S2175,C18,P54,2025-12-12,,5,PalmPay
S2176,C84,P20,2025-02-25,2025-02-28,4,PayPal
S2177,C294,P08,2025-03-23,2025-03-28,1,Gift Card
S2178,C271,P35,2025-06-11,2025-06-17,2,USSD
S2179,C164,P70,2025-05-21,,3,Apple Pay
S2180,C118,P01,2025-06-06,2025-06-16,5,Apple Pay
S2181,C211,P33,2025-04-14,2025-04-17,3,Flutterwave
S2182,C159,P20,2025-12-03,,5,Google Pay
S2183,C192,P17,2025-09-16,2025-09-23,2,PayPal
S2184,C229,P70,2025-11-18,,5,Paystack
S2185,C02,P31,2025-07-16,2025-07-20,5,Google Pay
S2186,C178,P63,2025-12-12,2025-12-18,4,PalmPay
S2187,C57,P58,2025-04-25,2025-05-01,2,PayPal
S2188,C17,P62,2025-06-07,2025-06-13,2,USSD
S2189,C57,P59,2025-02-12,2025-02-14,5,Google Pay
S2190,C198,P16,2025-12-10,2025-12-15,2,Paystack
S2191,C64,P04,2025-09-27,2025-09-28,2,Debit Card
S2192,C246,P58,2025-08-14,2025-08-22,5,USSD
S2193,C103,P32,2025-05-14,,4,Google Pay
S2194,C144,P56,2025-02-21,2025-02-26,4,PalmPay
S2195,C14,P54,2025-02-26,2025-03-01,3,PayPal
S2196,C106,P28,2025-11-21,2025-11-25,4,Debit Card
S2197,C139,P70,2025-08-06,2025-08-14,5,Paystack
S2198,C56,P42,2025-01-01,2025-01-02,3,OPay
S2199,C252,P40,2025-04-01,2025-04-10,5,PayPal
S2200,C64,P24,2025-10-24,,1,PalmPay
S2201,C248,P01,2025-09-15,2025-09-17,2,Gift Card
S2202,C99,P65,2025-05-03,2025-05-09,1,USSD
S2203,C176,P56,2025-01-17,2025-01-21,3,Paystack
S2204,C158,P29,2025-08-02,2025-08-11,5,Apple Pay
S2205,C105,P47,2025-07-27,2025-08-05,2,Flutterwave
S2206,C186,P50,2025-09-24,2025-09-26,5,PalmPay
S2207,C75,P18,2025-05-25,2025-05-27,2,Kuda
S2208,C185,P61,2025-04-25,,5,Apple Pay
S2209,C134,P43,2025-02-01,2025-02-11,5,Flutterwave
S2210,C126,P17,2025-06-07,2025-06-08,3,Moniepoint
S2211,C209,P57,2025-02-26,2025-03-08,2,Paystack
S2212,C103,P64,2025-05-17,2025-05-23,3,Kuda
S2213,C144,P17,2025-01-21,2025-01-24,5,Google Pay
S2214,C172,P24,2025-09-23,2025-09-30,5,Flutterwave
S2215,C203,P49,2025-09-23,2025-09-24,2,Kuda
S2216,C272,P07,2025-02-11,2025-02-17,2,USSD
S2217,C121,P26,2025-08-26,2025-09-02,2,Google Pay
S2218,C248,P25,2025-02-07,2025-02-16,1,PalmPay
S2219,C126,P27,2025-07-02,2025-07-10,4,PalmPay
S2220,C13,P15,2025-04-04,2025-04-14,4,Debit Card
S2221,C257,P19,2025-11-18,,4,Apple Pay
S2222,C194,P34,2025-01-11,2025-01-13,4,OPay
S2223,C218,P59,2025-06-07,2025-06-11,4,PalmPay
S2224,C95,P63,2025-11-27,2025-12-04,3,Flutterwave
S2225,C177,P53,2025-09-12,2025-09-16,5,Flutterwave
S2226,C128,P30,2025-06-04,2025-06-06,3,PayPal
S2227,C164,P58,2025-04-22,2025-04-24,5,Debit Card
S2228,C51,P01,2025-10-16,2025-10-20,5,PayPal
S2229,C159,P54,2025-10-03,2025-10-06,3,USSD
S2230,C57,P61,2025-01-11,,4,Google Pay
S2231,C61,P50,2025-10-28,2025-11-02,1,Google Pay
S2232,C211,P04,2025-06-07,2025-06-08,5,Bank Transfer
S2233,C39,P12,2025-07-28,,3,Moniepoint
S2234,C40,P15,2025-09-14,2025-09-22,1,PayPal
S2235,C281,P18,2025-08-11,,5,Apple Pay
S2236,C20,P50,2025-06-10,2025-06-12,5,Bank Transfer
S2237,C119,P59,2025-04-29,2025-05-07,3,Flutterwave
S2238,C268,P11,2025-12-12,2025-12-15,4,USSD
S2239,C133,P35,2025-03-09,2025-03-12,2,OPay
S2240,C86,P49,2025-07-06,2025-07-07,2,PayPal
S2241,C108,P39,2025-10-30,2025-11-09,5,OPay
S2242,C272,P62,2025-12-12,2025-12-20,5,PalmPay
S2243,C276,P37,2025-02-23,2025-02-24,5,Gift Card
S2244,C86,P04,2025-11-17,2025-11-20,2,Gift Card
S2245,C35,P30,2025-09-06,2025-09-13,5,OPay
S2246,C116,P62,2025-06-11,2025-06-13,4,PalmPay
S2247,C257,P14,2025-07-23,2025-07-25,4,Paystack
S2248,C135,P21,2025-01-27,2025-02-01,4,Kuda
S2249,C218,P31,2025-03-11,,3,Paystack
S2250,C299,P33,2025-06-25,2025-06-27,1,Paystack
S2251,C273,P18,2025-03-10,2025-03-13,3,OPay
S2252,C11,P44,2025-03-26,2025-04-01,5,Apple Pay
S2253,C300,P40,2025-09-26,2025-10-02,4,Moniepoint
S2254,C239,P49,2025-10-17,,4,Kuda
S2255,C242,P53,2025-11-08,2025-11-14,3,Apple Pay
S2256,C177,P50,2025-12-25,2025-12-29,1,USSD
S2257,C269,P07,2025-12-20,2025-12-27,3,Flutterwave
S2258,C153,P42,2025-11-27,2025-11-28,3,OPay
S2259,C248,P51,2025-12-16,2025-12-25,3,Apple Pay
S2260,C280,P23,2025-09-28,2025-10-07,3,Moniepoint
S2261,C123,P58,2025-06-08,,2,Paystack
S2262,C127,P65,2025-05-16,2025-05-18,3,Gift Card
S2263,C251,P69,2025-08-10,2025-08-17,3,Apple Pay
S2264,C186,P40,2025-10-07,2025-10-14,5,USSD
S2265,C33,P41,2025-02-04,2025-02-09,5,USSD
S2266,C153,P69,2025-02-17,2025-02-27,2,Flutterwave
S2267,C68,P33,2025-05-03,2025-05-12,5,Moniepoint
S2268,C105,P47,2025-04-29,2025-04-30,2,Google Pay
S2269,C192,P20,2025-03-07,2025-03-15,2,Debit Card
S2270,C68,P70,2025-08-26,2025-09-03,2,PayPal
S2271,C128,P26,2025-07-18,2025-07-20,2,Flutterwave
S2272,C150,P36,2025-01-09,2025-01-13,3,PayPal
S2273,C258,P26,2025-03-31,,5,Flutterwave
S2274,C08,P61,2025-10-05,2025-10-15,3,Bank Transfer
S2275,C151,P61,2025-05-02,,4,Bank Transfer
S2276,C271,P38,2025-09-12,2025-09-15,5,Apple Pay
S2277,C228,P58,2025-01-27,2025-01-30,3,USSD
S2278,C182,P22,2025-08-18,,5,Moniepoint
S2279,C70,P25,2025-04-04,2025-04-11,4,OPay
S2280,C118,P33,2025-01-12,2025-01-13,5,Gift Card
S2281,C150,P05,2025-10-01,2025-10-11,1,Kuda
S2282,C103,P37,2025-02-15,2025-02-20,4,OPay
S2283,C71,P05,2025-09-09,2025-09-13,1,Debit Card
S2284,C208,P05,2025-02-14,2025-02-20,2,PayPal
S2285,C44,P36,2025-11-27,2025-12-02,1,Apple Pay
S2286,C258,P04,2025-04-13,2025-04-23,5,Apple Pay
S2287,C295,P20,2025-10-23,,5,Google Pay
S2288,C249,P29,2025-02-24,2025-03-06,1,Kuda
S2289,C04,P38,2025-07-14,2025-07-17,1,Paystack
S2290,C272,P42,2025-09-06,2025-09-13,3,Bank Transfer
S2291,C260,P48,2025-02-19,2025-02-20,5,Apple Pay
S2292,C114,P01,2025-04-21,2025-04-24,3,USSD
S2293,C33,P56,2025-06-14,,2,PalmPay
S2294,C56,P59,2025-11-19,2025-11-27,1,Paystack
S2295,C244,P10,2025-07-29,2025-08-06,4,Apple Pay
S2296,C98,P54,2025-09-29,2025-10-02,4,Kuda
S2297,C74,P42,2025-01-05,,3,Gift Card
S2298,C221,P31,2025-08-20,2025-08-22,1,Paystack
S2299,C12,P37,2025-05-01,2025-05-03,5,Apple Pay
S2300,C125,P48,2025-11-29,2025-12-02,2,Flutterwave
S2301,C88,P52,2025-06-01,,1,Google Pay
S2302,C105,P56,2025-11-16,2025-11-18,2,Moniepoint
S2303,C130,P25,2025-06-02,2025-06-08,2,Flutterwave
S2304,C289,P27,2025-01-13,2025-01-22,1,Gift Card
S2305,C116,P66,2025-01-24,2025-01-30,5,PayPal
S2306,C183,P05,2025-04-10,2025-04-12,3,OPay
S2307,C300,P54,2025-11-27,,1,Debit Card
S2308,C62,P32,2025-06-25,2025-06-30,1,Apple Pay
S2309,C204,P07,2025-02-05,2025-02-14,1,PalmPay
S2310,C135,P26,2025-10-25,2025-10-31,1,Bank Transfer
S2311,C31,P57,2025-06-15,2025-06-18,2,Gift Card
S2312,C32,P06,2025-06-16,2025-06-17,5,Kuda
S2313,C18,P32,2025-08-12,2025-08-17,5,Google Pay
S2314,C15,P64,2025-12-21,2025-12-30,5,Moniepoint
S2315,C05,P19,2025-10-06,2025-10-09,4,Debit Card
S2316,C73,P53,2025-09-07,2025-09-09,2,Google Pay
S2317,C08,P31,2025-04-12,2025-04-22,2,Kuda
S2318,C218,P16,2025-11-20,2025-11-30,3,PayPal
S2319,C41,P29,2025-07-06,2025-07-09,2,USSD
S2320,C105,P28,2025-07-10,,1,OPay
S2321,C236,P56,2025-07-10,2025-07-20,1,Bank Transfer
S2322,C268,P46,2025-10-07,2025-10-10,1,OPay
S2323,C65,P31,2025-12-22,2025-12-25,3,OPay
S2324,C21,P45,2025-10-17,2025-10-27,3,Paystack
S2325,C53,P22,2025-03-13,2025-03-23,3,Debit Card
S2326,C229,P47,2025-02-09,2025-02-19,1,Gift Card
S2327,C57,P64,2025-10-05,2025-10-06,4,Debit Card
S2328,C280,P22,2025-03-26,2025-04-02,3,Bank Transfer
S2329,C277,P16,2025-07-02,,2,PalmPay
S2330,C161,P41,2025-11-09,2025-11-19,4,PalmPay
S2331,C196,P48,2025-10-22,2025-10-25,3,OPay
S2332,C145,P53,2025-09-12,,4,Gift Card
S2333,C145,P22,2025-05-26,2025-05-31,5,Paystack
S2334,C272,P43,2025-08-07,2025-08-15,1,PalmPay
S2335,C99,P61,2025-04-22,2025-05-01,2,Flutterwave
S2336,C272,P11,2025-09-30,2025-10-05,3,PalmPay
S2337,C196,P33,2025-09-16,2025-09-23,5,Bank Transfer
S2338,C297,P69,2025-10-22,,5,USSD
S2339,C69,P12,2025-11-21,2025-11-29,4,OPay
S2340,C31,P53,2025-08-31,,3,OPay
S2341,C134,P28,2025-01-23,2025-01-24,1,Moniepoint
S2342,C159,P57,2025-10-21,,5,USSD
S2343,C153,P24,2025-12-14,,4,Gift Card
S2344,C237,P17,2025-06-09,2025-06-13,2,Bank Transfer
S2345,C111,P03,2025-01-17,2025-01-20,1,PalmPay
S2346,C257,P35,2025-11-07,2025-11-17,5,Gift Card
S2347,C213,P12,2025-12-24,2025-12-26,2,PayPal
S2348,C158,P64,2025-09-22,2025-09-26,1,PalmPay
S2349,C280,P23,2025-02-13,2025-02-22,5,Apple Pay
S2350,C161,P04,2025-07-10,2025-07-12,4,Flutterwave
S2351,C246,P40,2025-09-04,2025-09-08,5,USSD
S2352,C73,P35,2025-02-08,2025-02-10,3,Paystack
S2353,C43,P39,2025-10-02,,3,Paystack
S2354,C146,P46,2025-08-04,2025-08-11,4,USSD
S2355,C31,P69,2025-10-31,2025-11-07,1,PayPal
S2356,C228,P54,2025-02-03,2025-02-13,3,Bank Transfer
S2357,C105,P24,2025-09-15,2025-09-24,3,Paystack
S2358,C203,P25,2025-09-28,2025-10-01,1,USSD
S2359,C114,P54,2025-03-11,2025-03-17,1,Google Pay
S2360,C268,P53,2025-10-13,2025-10-20,4,Gift Card
S2361,C116,P10,2025-08-14,,3,Paystack
S2362,C21,P31,2025-06-30,2025-07-07,5,OPay
S2363,C203,P48,2025-11-08,2025-11-16,3,Moniepoint
S2364,C257,P04,2025-06-03,2025-06-06,1,USSD
S2365,C268,P34,2025-02-14,2025-02-20,2,Kuda
S2366,C153,P08,2025-02-13,,5,Kuda
S2367,C116,P20,2025-11-03,2025-11-05,1,OPay
S2368,C98,P55,2025-03-14,2025-03-22,3,Flutterwave
S2369,C25,P26,2025-04-29,,5,Moniepoint
S2370,C106,P38,2025-06-22,,5,PayPal
S2371,C84,P45,2025-09-27,2025-10-03,1,PalmPay
S2372,C238,P49,2025-06-05,2025-06-09,4,Kuda
S2373,C26,P69,2025-11-27,2025-12-02,2,Gift Card
S2374,C95,P40,2025-07-15,,5,Paystack
S2375,C84,P68,2025-06-28,2025-07-04,3,Flutterwave
S2376,C54,P25,2025-12-05,2025-12-07,5,Gift Card
S2377,C51,P39,2025-12-14,,3,OPay
S2378,C271,P50,2025-04-21,2025-04-27,2,Apple Pay
S2379,C94,P46,2025-06-02,2025-06-08,5,PayPal
S2380,C16,P47,2025-06-30,2025-07-07,4,Google Pay
S2381,C282,P20,2025-09-02,2025-09-09,2,OPay
S2382,C24,P48,2025-11-29,2025-12-07,5,Debit Card
S2383,C51,P28,2025-01-19,2025-01-20,3,Paystack
S2384,C293,P46,2025-10-25,2025-11-03,1,OPay
S2385,C276,P29,2025-03-01,2025-03-09,1,Paystack
S2386,C61,P34,2025-06-21,2025-07-01,5,Bank Transfer
S2387,C70,P35,2025-10-31,2025-11-09,5,Apple Pay
S2388,C31,P34,2025-03-23,2025-03-25,5,Bank Transfer
S2389,C213,P63,2025-07-29,2025-08-08,2,Kuda
S2390,C103,P08,2025-08-15,2025-08-17,2,Bank Transfer
S2391,C204,P64,2025-06-14,2025-06-20,1,Apple Pay
S2392,C258,P30,2025-06-15,2025-06-21,3,OPay
S2393,C16,P29,2025-12-12,2025-12-17,4,PalmPay
S2394,C218,P55,2025-10-29,2025-11-02,2,PalmPay
S2395,C66,P44,2025-02-03,2025-02-07,2,Paystack
S2396,C39,P14,2025-11-25,,4,USSD
S2397,C247,P37,2025-04-26,,4,PayPal
S2398,C280,P10,2025-11-06,2025-11-07,5,Bank Transfer
S2399,C268,P59,2025-08-23,2025-08-31,5,Bank Transfer
S2400,C116,P21,2025-01-19,,5,OPay
S2401,C296,P20,2025-07-18,2025-07-28,5,Bank Transfer
S2402,C134,P52,2025-05-07,2025-05-16,3,Kuda
S2403,C65,P53,2025-03-02,2025-03-06,2,Gift Card
S2404,C244,P22,2025-09-12,2025-09-21,1,Google Pay
S2405,C16,P58,2025-05-28,2025-05-31,4,Gift Card
S2406,C55,P70,2025-09-21,2025-09-22,3,Gift Card
S2407,C164,P47,2025-07-04,2025-07-09,3,Google Pay
S2408,C248,P23,2025-10-01,,4,Apple Pay
S2409,C118,P02,2025-02-09,2025-02-15,4,Debit Card
S2410,C134,P07,2025-01-25,2025-02-01,2,Paystack
S2411,C21,P64,2025-10-10,2025-10-17,4,Debit Card
S2412,C279,P06,2025-12-01,2025-12-07,3,Apple Pay
S2413,C195,P12,2025-12-21,2025-12-28,2,OPay
S2414,C96,P02,2025-05-03,,2,PalmPay
S2415,C56,P35,2025-12-12,2025-12-13,2,PalmPay
S2416,C111,P25,2025-11-24,2025-12-01,1,USSD
S2417,C144,P23,2025-01-19,2025-01-27,1,Google Pay
S2418,C13,P39,2025-02-15,2025-02-20,4,USSD
S2419,C196,P25,2025-08-08,2025-08-16,5,Bank Transfer
S2420,C06,P61,2025-05-04,2025-05-11,5,PalmPay
S2421,C212,P06,2025-09-22,,3,PalmPay
S2422,C228,P46,2025-01-11,2025-01-20,3,Flutterwave
S2423,C263,P07,2025-04-04,,3,Moniepoint
S2424,C174,P27,2025-03-26,2025-04-03,1,Flutterwave
S2425,C159,P61,2025-02-13,2025-02-19,1,Moniepoint
S2426,C34,P53,2025-06-18,2025-06-27,4,Paystack
S2427,C209,P62,2025-07-27,,4,Flutterwave
S2428,C02,P14,2025-06-01,2025-06-10,1,Moniepoint
S2429,C167,P59,2025-06-14,2025-06-17,2,Paystack
S2430,C182,P54,2025-04-16,2025-04-23,4,Gift Card
S2431,C39,P38,2025-11-15,2025-11-16,1,PayPal
S2432,C18,P29,2025-03-29,2025-04-02,4,OPay
S2433,C255,P41,2025-05-02,2025-05-05,2,Apple Pay
S2434,C74,P24,2025-10-10,,2,Moniepoint
S2435,C40,P29,2025-02-16,2025-02-25,5,Bank Transfer
S2436,C196,P24,2025-06-13,2025-06-17,2,OPay
S2437,C228,P38,2025-04-14,2025-04-15,3,Google Pay
S2438,C209,P65,2025-04-27,2025-05-01,2,Paystack
S2439,C159,P59,2025-08-04,2025-08-13,2,OPay
S2440,C212,P28,2025-06-30,2025-07-08,3,Flutterwave
S2441,C39,P62,2025-05-12,2025-05-18,3,Paystack
S2442,C114,P34,2025-02-01,2025-02-03,3,Flutterwave
S2443,C75,P27,2025-06-01,2025-06-05,5,PayPal
S2444,C75,P40,2025-05-03,2025-05-12,5,Paystack
S2445,C39,P15,2025-09-25,2025-09-27,1,PayPal
S2446,C285,P54,2025-11-16,,3,Debit Card
S2447,C256,P54,2025-12-09,2025-12-19,1,Paystack
S2448,C109,P35,2025-09-25,2025-09-28,4,Gift Card
S2449,C105,P18,2025-05-24,2025-05-29,3,Debit Card
S2450,C271,P59,2025-12-11,2025-12-16,2,Debit Card
S2451,C68,P07,2025-04-22,,3,PalmPay
S2452,C121,P16,2025-05-30,2025-06-07,1,Kuda
S2453,C126,P46,2025-05-27,2025-05-29,3,Google Pay
S2454,C246,P29,2025-08-04,2025-08-08,2,Bank Transfer
S2455,C49,P23,2025-12-01,,1,Paystack
S2456,C294,P55,2025-01-27,2025-02-03,5,Kuda
S2457,C131,P42,2025-04-29,,3,Moniepoint
S2458,C207,P03,2025-02-21,,5,Google Pay
S2459,C62,P22,2025-07-18,2025-07-26,4,Moniepoint
S2460,C64,P55,2025-11-08,2025-11-17,3,Paystack
S2461,C116,P23,2025-03-20,2025-03-26,5,Paystack
S2462,C226,P04,2025-01-17,2025-01-19,4,Apple Pay
